text	label
outcome	O
was	O
93	O
7	O
for	O
this	O
agreement	O
was	O
88	O
9	O
The	O
T. vaginalis 	S-Organism
susceptibility	O
assay	O
is	O
useful	O
for	O
determining	O
whether	O
 5-nitroimidazole 	S-Chemical_Substance
treatment	O
failure	O
in	O
persons	O
with	O
 trichomoniasis	S-Disease
can	O
be	O
attributed	O
to	O
drug	O
resistance	O
These	O
results	O
are	O
useful	O
for	O
establishing	O
interpretive	O
guidance	O
of	O
test	O
results	O
and	O
MLC	O
levels	O
can	O
help	O
guide	O
appropriate	O
patient	O
treatment	O
Malaria 	B-Disease
infectious	I-Disease
 disease	E-Disease
transmitted	O
by	O
the	O
female	B-Organism
Anopheles 	I-Organism
mosquito	E-Organism
and	O
poses	O
a	O
severe	O
threat	O
to	O
human	O
health	O
At	O
present	O
antimalarial drugs 	S-Chemical_Substance
are	O
the	O
primary	O
treatment	O
for	O
malaria.	S-Disease
The	O
widespread	O
use	O
o	O
 artemisinin-based	B-Chemical_Substance
 combination	I-Chemical_Substance
therapies (ACTs)	E-Chemical_Substance
has	O
dramatically	O
reduced	O
the	O
number	O
of	O
malaria	O
related	O
deaths	O
however	O
the	O
emergence	O
of	O
resistance	O
has	O
the	O
potential	O
to	O
reverse	O
this	O
progress	O
Accurate	O
and	O
timely	O
diagnosis	O
of	O
drug	O
resistant	O
strains	O
of	O
Plasmodium 	B-Organism
parasites 	I-Organism
via	O
detecting	O
molecular	O
markers	O
such	O
as	O
Pfnhe1, Pfmrp, Pfcrt, Pfmdr1, Pfdhps, Pfdhfr, and Pfk13	S-Gene
malaria 	S-Disease
is	O
essential	O
for	O
control	O
and	O
elimination	O
Here	O
we	O
review	O
the	O
current	O
techniques	O
which	O
commonly	O
used	O
for	O
molecular	O
diagnosis	O
of	O
antimalarial	O
resistance	O
in	O
 P. falciparum 	S-Organism
and	O
discuss	O
their	O
sensitivities	O
and	O
specificities	O
for	O
different	O
drug	O
resistance	O
associated	O
molecular	O
markers	O
with	O
the	O
aim	O
of	O
providing	O
insights	O
into	O
possible	O
directions	O
for	O
future	O
precise	O
point	O
of	O
care	O
testing	O
POCT	O
of	O
antimalarial	O
drug	O
resistance	O
of	O
malaria	O
parasites	O
Malaria 	S-Disease
Lymphatic	B-Disease
filariasis 	I-Disease
are	O
considered	O
significant	O
public	O
health	O
concerns	O
in	O
several	O
countries	O
As	O
a	O
researcher	O
controlling	O
those	O
mosquitos	O
using	O
safe	O
and	O
eco	O
friendly	O
insecticides	O
is	O
essential	O
Thus	O
we	O
aimed	O
to	O
explore	O
the	O
potential	O
use	O
of	O
seaweed	B-Organism
Sargassum	I-Organism
 wightii	E-Organism
for	O
the	O
biosynthesis	O
of	O
TiO	O
Metropolitan	O
Santo	O
Domingo	O
has	O
accounted	O
for	O
a	O
majority	O
of	O
reported	O
malaria	S-Disease
cases	O
in	O
the	O
Dominican	O
Republic	O
in	O
recent	O
years	O
To	O
inform	O
malaria	S-Disease
control	O
and	O
elimination	O
efforts	O
a	O
cross	O
sectional	O
survey	O
of	O
malaria	S-Disease
knowledge	O
attitudes	O
and	O
practices	O
collected	O
489	O
adult	O
household	O
level	O
questionnaires	O
across	O
20	O
neighborhoods	O
in	O
the	O
city	O
s	O
two	O
main	O
 malaria 	S-Disease
 malaria 	S-Disease
malaria	S-Disease
 malaria 	S-Disease
 malaria	S-Disease
transmission	O
foci	O
Los	O
Tres	O
Brazos	O
n	O
286	O
and	O
La	O
Ciénaga	O
n	O
203	O
in	O
December	O
2020	O
Overall	O
most	O
residents	O
69	O
were	O
aware	O
of	O
the	O
problem	O
of	O
malaria	O
in	O
Santo	O
Domingo	O
but	O
less	O
than	O
half	O
knew	O
that	O
mosquitos	O
transmit	O
the	O
disease	O
46	O
or	O
took	O
any	O
correct	O
preventative	O
measure	O
45	O
More	O
residents	O
of	O
Los	O
Tres	O
Brazos	O
where	O
incidence	O
is	O
higher	O
than	O
in	O
La	O
Ciénaga	O
said	O
that	O
they	O
had	O
never	O
been	O
visited	O
by	O
active	O
surveillance	O
teams	O
80	O
versus	O
66	O
respectively	O
P	O
0	O
001	O
did	O
not	O
link	O
mosquitos	S-Organism
with	O
malaria 	S-Disease
transmission	O
59	O
versus	O
48	O
P	O
0	O
013	O
and	O
did	O
not	O
know	O
medication	O
can	O
cure	O
42	O
versus	O
27	O
P	O
0	O
005	O
Fewer	O
residents	O
of	O
Los	O
Tres	O
Brazos	O
said	O
that	O
was	O
a	O
problem	O
in	O
their	O
neighborhoods	O
43	O
versus	O
49	O
P	O
0	O
021	O
and	O
fewer	O
had	O
mosquito	S-Organism
bed	O
nets	O
in	O
their	O
homes	O
42	O
versus	O
60	O
P	O
0	O
001	O
The	O
majority	O
75	O
of	O
questionnaire	O
respondents	O
in	O
both	O
foci	O
did	O
not	O
have	O
enough	O
mosquito 	S-Organism
nets	O
for	O
all	O
household	O
residents	O
These	O
findings	O
demonstrate	O
gaps	O
in	O
knowledge	O
and	O
community	O
based	O
interventions	O
and	O
highlight	O
the	O
need	O
to	O
improve	O
community	O
engagement	O
for	O
elimination	O
in	O
affected	O
areas	O
of	O
Santo	O
Domingo	O
Malaria	S-Disease
is	O
a	O
major	O
global	O
health	O
issue	O
due	O
to	O
the	O
emergence	O
of	O
resistance	O
to	O
most	O
of	O
the	O
available	O
antimalarial drugs	S-Chemical_Substance
There	O
is	O
an	O
urgent	O
need	O
to	O
discover	O
new	O
antimalarials	O
to	O
tackle	O
the	O
resistance	O
issue	O
The	O
present	O
study	O
aims	O
to	O
explore	O
the	O
antimalarial	O
potential	O
of	O
chemical	O
constituents	O
reported	O
from	O
Cissampelos	O
pareira	O
L	O
a	O
medicinal	O
plant	O
traditionally	O
known	O
for	O
treating	O
malaria	O
Phytochemically	O
 benzylisoquinolines 	S-Chemical_Substance
bisbenzylisoquinolines 	S-Chemical_Substance
are	O
the	O
major	O
classes	O
of	O
alkaloids 	B-Chemical_Substance
reported	O
from	O
this	O
plant	O
In	O
silico	O
molecular	O
docking	O
revealed	O
prominent	O
interactions	O
of	O
bisbenzylisoquinolines	S-Chemical_Substance
hayatinine 	S-Chemical_Substance
curine 	S-Chemical_Substance
Pfdihydrofolate	B-Protien
reductase	I-Protien
 PfcGMP	B-Protien
protein kinase	B-Protien
Pfprolyl	B-Protien
-tRNA 	I-Protien
synthetase 	E-Protien
such	O
a	O
6	O
983	O
Kcal	O
mol	O
and	O
6	O
237	O
Kcal	O
mol	O
dependent	O
6	O
652	O
Kcal	O
mol	O
and	O
7	O
158	O
Kcal	O
mol	O
and	O
7	O
569	O
Kcal	O
mol	O
and	O
7	O
122	O
Kcal	O
mol	O
The	O
binding	O
affinity	O
of	O
hayatinine	S-Chemical_Substance
curine 	S-Chemical_Substance
with	O
identified	O
antimalarial	O
targets	O
was	O
further	O
evaluated	O
using	O
MD	O
simulation	O
analysis	O
Among	O
the	O
identified	O
antimalarial	O
targets	O
the	O
RMSD	O
RMSF	O
the	O
radius	O
of	O
gyration	O
and	O
PCA	O
indicated	O
the	O
formation	O
of	O
stable	O
complexes	O
of	O
 hayatinine	S-Chemical_Substance
 curine 	S-Chemical_Substance
 Pfprolyl	B-Protien
tRNA	I-Protien
synthetase	E-Protien
Plasmodium	B-Organism
parasite 	I-Organism
The	O
outcomes	O
of	O
in	O
silico	O
investigation	O
putatively	O
suggested	O
that	O
may	O
act	O
on	O
the	O
translation	O
of	O
the	O
bis	O
to	O
exhibit	O
antimalarial	O
potency	O
 bisbenzylisoquinolines	S-Chemical_Substance
erythropoietin 	S_Anatomical_Substances
acute 	B-Disease
respiratory 	I-Disease
coronavirus 2 (SARS-CoV-2) infection	E-Disease
Severe	O
in	O
the	O
young	O
and	O
healthy	O
usually	O
results	O
in	O
an	O
asymptomatic	O
or	O
mild	O
viral	O
syndrome	O
possibly	O
through	O
an	O
EPO	O
dependent	O
protective	O
evolutionary	O
landscape	O
In	O
the	O
old	O
and	O
in	O
the	O
presence	O
of	O
co	O
morbidities	O
however	O
a	O
potentially	O
lethal	O
coronavirus 	B-Disease
disease	I-Disease
2019	O
COVID	O
19	O
cytokine	S-Protien
storm	O
through	O
renin	B-Anatomical_Substances
-angiotensin	I-Anatomical_Substances
 aldosterone system (	E-Anatomical_Substances
unrestrained	O
hyperactivity	O
has	O
been	O
described	O
 malaria	S-Disease
dengue virus	S-Disease
thalassemias	S-Disease
CoV	O
1	O
2	O
plays	O
critical	O
antiviral	O
and	O
cardiovascular	O
roles	O
through	O
its	O
targeted	O
translational	O
repression	O
of	O
over	O
140	O
genes	O
In	O
the	O
present	O
review	O
we	O
propose	O
a	O
Multifunctional	O
microRNA	O
155	O
miR	O
155	O
elevation	O
in	O
plausible	O
miR	O
155	O
dependent	O
mechanism	O
whereby	O
the	O
translational	O
repression	O
o	O
AGRT1, Arginase-2 and Ets-	S-Protien
Angiotensin I	S_Anatomical_Substances
Ang	O
II	O
type	O
2	O
AT2R	O
mediated	O
balanced	O
tolerable	O
and	O
SARS	O
CoV	O
2	O
protective	O
cardiovascular	O
phenotypes	O
In	O
addition	O
it	O
enhances	O
EPO	O
secretion	O
and	O
endothelial	O
nitric	O
oxide	O
synthase	O
activation	O
and	O
substrate	O
availability	O
and	O
negates	O
proinflammatory	O
Ang	O
II	O
effects	O
Disrupted	O
miR	O
155	O
repression	O
of	O
AT1R	O
1166C	O
allele	O
significantly	O
associated	O
with	O
adverse	O
cardiovascular	O
and	O
COVID	O
19	O
outcomes	O
manifests	O
its	O
decisive	O
role	O
in	O
RAAS	O
modulation	O
BACH1	O
and	O
SOCS1	O
repression	O
creates	O
an	O
anti	O
inflammatory	O
and	O
cytoprotective	O
milieu	O
robustly	O
inducing	O
antiviral	O
interferons	O
MiR	O
155	O
dysregulation	O
in	O
the	O
elderly	O
and	O
in	O
comorbidities	O
allows	O
unimpeded	O
RAAS	O
hyperactivity	O
to	O
progress	O
towards	O
a	O
particularly	O
aggressive	O
COVID	O
19	O
course	O
Elevated	O
miR	O
155	O
in	O
thalassemia	O
plausibly	O
engenders	O
a	O
favorable	O
cardiovascular	O
profile	O
and	O
protection	O
against	O
malaria	O
DENV	O
and	O
SARS	O
CoV	O
2	O
MiR	O
155	O
modulating	O
pharmaceutical	O
approaches	O
could	O
offer	O
novel	O
therapeutic	O
options	O
in	O
COVID	O
19	O
Plasmodium	B-Organism
falciparum	I-Organism
 P. vivax 	B-Organism
 human	S-Organism
malaria	S-Disease
are	O
the	O
major	O
causes	O
of	O
a	O
and	O
P	O
knowlesi	O
is	O
an	O
important	O
additional	O
cause	O
in	O
SE	O
Asia	O
Binding	O
of	O
rhoptry	B-Protien
neck	I-Protien
protein 2	E-Protien
apical membrane antigen 1 	S-Chemical_Substance
 erythrocytes	S_Anatomical_Substances
 merozoite 	S-Organism
RON2	O
was	O
thought	O
to	O
be	O
essential	O
fo	O
nvasion	O
of	O
by	O
Plasmodium spp.	B-Organism
 P. falciparum	B-Organism
P. vivax	B-Organism
Our	O
findings	O
reveal	O
that	O
have	O
diverged	O
and	O
show	O
species	O
specific	O
binding	O
of	O
AMA1	O
to	O
RON2	O
determined	O
by	O
a	O
erythrocyte	S_Anatomical_Substances
P. vivax 	B-Organism
P. knowlesi.	B-Organism
caused	O
by	O
three	O
species	O
including	O
the	O
potential	O
for	O
cross	O
species	O
vaccines	O
 malaria	S-Disease
interactions	O
involved	O
in	O
invasion	O
may	O
enable	O
vaccines	O
that	O
generate	O
more	O
potent	O
inhibitory	O
antibodies	O
and	O
address	O
the	O
capacity	O
for	O
immune	O
evasion	O
Findings	O
on	O
specific	O
residues	O
for	O
invasion	O
function	O
and	O
species	O
divergence	O
and	O
conservation	O
can	O
inform	O
novel	O
vaccines	O
and	O
therapeutics	O
agains	O
 β-hairpin	B-Protien
 loop	I-Protien
 in RON2 	E-Protien
pecific residues	B-Protien
in AMA1	I-Protien
Loop1E.	E-Protien
binding	O
was	O
ablated	O
suggesting	O
this	O
domain	O
is	O
a	O
promising	O
additional	O
target	O
for	O
vaccine	O
development	O
Targeting	O
multiple	O
AMA1	S-Protien
 RON2-	S-Protien
 AMA1-RON2	S-Protien
AMA1-RON2	S-Protien
 AMA1	S-Protien
RON2	S-Protien
RON2	S-Protien
AMA1	S-Protien
 RON2 	S-Protien
AMA1 Loop1E	S-Protien
P. falciparum	B-Organism
P. vivax 	B-Organism
interaction	O
Antibodies	O
targeting	O
AMA1	O
domain	O
3	O
had	O
greater	O
invasion	O
inhibitory	O
activity	O
when	O
loop	O
interaction	O
is	O
not	O
essential	O
for	O
invasion	O
and	O
additional	O
 AMA1	S-Protien
interactions	O
are	O
involved	O
Mutations	O
in	O
binding	O
also	O
enable	O
escape	O
of	O
invasion	O
inhibitory	O
antibodies	O
Therefore	O
vaccines	O
and	O
therapeutics	O
will	O
need	O
to	O
be	O
broader	O
than	O
targeting	O
only	O
the	O
Mutation	O
of	O
specific	O
amino	O
acids	O
in	O
In	O
contrast	O
cross	O
species	O
binding	O
invasion	O
This	O
indicates	O
that	O
the	O
impacting	O
between	O
binding	O
withou	O
AMA1)	S-Protien
Malaria	S-Disease
causing	O
Malaria	S-Disease
vector	B-Disease
-borne	I-Disease
diseases	E-Disease
inflicts	O
the	O
highest	O
rate	O
of	O
morbidity	O
and	O
mortality	O
among	O
the	O
The	O
dramatic	O
bottleneck	O
of	O
parasite	O
numbers	O
that	O
occurs	O
in	O
the	O
gut	O
of	O
the	O
obligatory	O
mosquito	S-Organism
vector	O
provides	O
a	O
promising	O
target	O
for	O
novel	O
control	O
strategies	O
Using	O
single	O
cell	O
transcriptomics	O
we	O
analyzed	O
Plasmodium	B-Organism
 falciparum	I-Organism
development	O
in	O
the	O
mosquito	S-Organism
gut	O
from	O
unfertilized	O
female	O
gametes	O
through	O
the	O
first	O
20	O
h	O
after	O
blood	O
feeding	O
including	O
the	O
zygote	O
and	O
ookinete	O
stages	O
This	O
study	O
revealed	O
the	O
temporal	O
gene	O
expression	O
of	O
the	O
ApiAP2	S-Gene
family	O
of	O
transcription	O
factors	O
and	O
of	O
parasite	O
stress	O
genes	O
in	O
response	O
to	O
the	O
harsh	O
environment	O
of	O
the	O
 mosquito	S-Organism
midgut	O
Further	O
employing	O
structural	O
protein	O
prediction	O
analyses	O
we	O
found	O
several	O
upregulated	O
genes	O
predicted	O
to	O
encode	O
 intrinsically	B-Protien
disordered	I-Protien
proteins	E-Protien
IDPs	S-Protien
a	O
category	O
of	O
proteins	O
known	O
for	O
their	O
importance	O
in	O
regulation	O
of	O
transcription	O
translation	O
and	O
protein	O
protein	O
interactions	O
IDPs	O
are	O
known	O
for	O
their	O
antigenic	O
properties	O
and	O
may	O
serve	O
as	O
suitable	O
targets	O
for	O
antibody	O
or	O
peptide	O
based	O
transmission	O
suppression	O
strategies	O
In	O
total	O
this	O
study	O
uncovers	O
the	O
P. falciparum	B-Organism
ranscriptome	O
from	O
early	O
to	O
late	O
parasite	O
development	O
in	O
the	O
mosquito	O
midgut	O
inside	O
its	O
natural	O
vector	O
which	O
provides	O
an	O
important	O
resource	O
for	O
future	O
malaria	O
transmission	O
blocking	O
initiatives	O
Dengue	S-Disease
dengue 	B-Organism
virus	I-Organism
DENV	S-Organism
 vector-	B-Disease
borne 	I-Disease
viral disease	E-Disease
is	O
the	O
most	O
prevalent	O
posing	O
a	O
serious	O
health	O
concern	O
to	O
2	O
5	O
billion	O
people	O
worldwide	O
DENV	O
is	O
primarily	O
transmitted	O
among	O
humans	S-Organism
mosquito 	S-Organism
Aedes	B-Organism
aegypti	I-Organism
by	O
its	O
vecto	O
hence	O
the	O
identification	O
of	O
a	O
novel	O
dengue	O
virus	O
receptor	O
in	O
mosquitoes 	S-Organism
is	O
critical	O
for	O
the	O
development	O
of	O
new	O
anti	O
mosquito	O
measures	O
In	O
the	O
current	O
study	O
we	O
have	O
identified	O
peptides	O
which	O
potentially	O
interact	O
with	O
the	O
surface	O
of	O
the	O
virion	O
particles	O
and	O
facilitate	O
virus	O
infection	O
and	O
movement	O
during	O
their	O
life	O
cycle	O
in	O
the	O
mosquito	O
vector	O
To	O
identify	O
these	O
candidate	O
proteins	O
we	O
performed	O
phage	O
display	O
library	O
screening	O
against	O
domain	O
III	O
of	O
the	O
envelope 	B-Protien
protein (	I-Protien
which	O
plays	O
an	O
essential	O
role	O
during	O
host	O
cell	O
receptor	O
binding	O
for	O
viral	O
entry	O
The	O
mucin	O
protein	O
which	O
shared	O
sequence	O
similarity	O
with	O
the	O
peptide	O
identified	O
the	O
screening	O
was	O
cloned	O
expressed	O
and	O
purified	O
for	O
Vivax	B-Disease
 malaria	I-Disease
Plasmodium	B-Organism
 vivax	I-Organism
parasitic protozoan	S-Organism
s	O
an	O
infectious	O
disease	O
caused	O
by	O
transmitted	O
by	O
female	B-Organism
 Anopheline 	I-Organism
mosquitoes.	E-Organism
Historically	O
vivax 	B-Disease
malaria	I-Disease
has	O
often	O
been	O
regarded	O
as	O
a	O
benign	O
self	O
limiting	O
infection	O
due	O
to	O
the	O
observation	O
of	O
low	O
parasitemia 	S-Disease
in	O
Duffy	O
positive	O
patients	O
in	O
endemic	O
transmission	O
areas	O
and	O
the	O
virtual	O
absence	O
of	O
infections	O
in	O
Duffy	O
negative	O
individuals	O
in	O
Sub	O
Saharan	O
Africa	O
However	O
the	O
latest	O
estimates	O
show	O
that	O
the	O
burden	O
of	O
the	O
disease	O
is	O
not	O
decreasing	O
in	O
many	O
countries	O
and	O
cases	O
of	O
vivax	O
infections	O
in	O
Duffy	O
negative	O
individuals	O
are	O
increasingly	O
reported	O
throughout	O
Africa	O
This	O
raised	O
questions	O
about	O
the	O
accuracy	O
of	O
diagnostics	O
and	O
the	O
evolution	O
of	O
interactions	O
between	O
humans	S-Organism
parasites	S-Organism
and	O
For	O
a	O
long	O
time	O
our	O
knowledge	O
on	O
 P. vivax	B-Organism
biology	O
has	O
been	O
hampered	O
due	O
to	O
the	O
limited	O
access	O
to	O
biological	O
material	O
and	O
the	O
lack	O
of	O
robust	O
in	O
vitro	O
culture	O
methods	O
Consequently	O
little	O
is	O
currently	O
known	O
about	O
P. vivax	B-Organism
blood	O
stage	O
invasion	O
mechanisms	O
The	O
introduction	O
of	O
omics	O
technologies	O
with	O
novel	O
and	O
accessible	O
techniques	O
such	O
as	O
third	O
generation	O
sequencing	O
and	O
RNA	O
sequencing	O
at	O
single	O
cell	O
level	O
two	O
dimensional	O
electrophoresis	O
liquid	O
chromatography	O
and	O
mass	O
spectrometry	O
has	O
progressively	O
improved	O
our	O
understanding	O
of	O
P. vivax	B-Organism
 P. vivax	B-Organism
genetics	O
transcripts	O
and	O
proteins	O
This	O
review	O
aims	O
to	O
provide	O
broad	O
insights	O
into	O
nvasion	O
mechanisms	O
generated	O
by	O
genomics	O
transcriptomics, and proteomics and to illustrate the importance of integrated multi-omics studies	B-Organism
 Plasmodium	B-Organism
 vivax	I-Organism
Le	O
paludisme	O
à	O
Plasmodium	B-Organism
 vivax	I-Organism
est	O
une	O
maladie	O
infectieuse	O
causée	O
par	O
un	O
parasite	O
protozoair	O
P. vivax	B-Organism
transmis	O
par	O
les	O
moustiques	O
Anophèle	O
femelles	O
Historiquement	O
le	O
paludisme	O
à	O
P	O
vivax	O
a	O
souvent	O
été	O
considéré	O
comme	O
une	O
infection	O
bénigne	O
en	O
raison	O
de	O
l	O
observation	O
d	O
une	O
faible	O
parasitémie	O
chez	O
les	O
patients	O
Duffy	O
positifs	O
dans	O
les	O
zones	O
d	O
endémie	O
et	O
de	O
la	O
quasi	O
absence	O
d	O
infections	O
chez	O
les	O
individus	O
Duffy	O
négatifs	O
vivant	O
majoritairement	O
en	O
Afrique	O
subsaharienne	O
Cependant	O
les	O
dernières	O
estimations	O
montrent	O
que	O
le	O
poids	O
de	O
la	O
maladie	O
ne	O
diminue	O
pas	O
dans	O
de	O
nombreux	O
pays	O
et	O
que	O
des	O
cas	O
d	O
infections	O
à	O
P	O
vivax	O
chez	O
des	O
individus	O
Duffy	O
négatifs	O
sont	O
de	O
plus	O
en	O
plus	O
souvent	O
observés	O
en	O
Afrique	O
Cela	O
soulève	O
des	O
interrogations	O
sur	O
la	O
précision	O
des	O
diagnostics	O
et	O
l	O
évolution	O
des	O
interactions	O
hôte	O
parasite	O
Pendant	O
longtemps	O
nos	O
connaissances	O
sur	O
la	O
biologie	O
de	O
P	O
vivax	O
ont	O
été	O
entravées	O
par	O
un	O
accès	O
limité	O
au	O
matériel	O
biologique	O
et	O
un	O
manque	O
de	O
méthodes	O
robustes	O
pour	O
la	O
culture	O
in	O
vitro	O
Par	O
conséquent	O
nous	O
n	O
avons	O
encore	O
que	O
peu	O
d	O
informations	O
concernant	O
les	O
mécanismes	O
d	O
invasion	O
des	O
stades	O
sanguins	O
de	O
P	O
vivax	O
L	O
introduction	O
des	O
technologies	O
dites	O
omiques	O
avec	O
le	O
développement	O
de	O
techniques	O
innovantes	O
et	O
abordables	O
telles	O
que	O
le	O
séquençage	O
d	O
ADN	O
de	O
troisième	O
génération	O
le	O
séquençage	O
ARN	O
à	O
l	O
échelle	O
de	O
la	O
cellule	O
single	O
cell	O
l	O
électrophorèse	O
bidimensionnelle	O
la	O
chromatographie	O
liquide	O
et	O
la	O
spectrométrie	O
de	O
masse	O
a	O
progressivement	O
amélioré	O
notre	O
compréhension	O
des	O
gènes	O
des	O
transcrits	O
et	O
des	O
protéines	O
de	O
éomiques	O
mais	O
également	O
d	O
illustrer	O
l	O
importance	O
de	O
la	O
complémentarité	O
de	O
ces	O
approches	O
Cette	O
revue	O
a	O
non	O
seulement	O
pour	O
but	O
de	O
fournir	O
un	O
aperçu	O
général	O
des	O
mécanismes	O
d	O
invasion	O
de	O
P	O
vivax	O
acquis	O
grâce	O
aux	O
techniques	O
génomiques	O
transcriptomiques	O
et	O
protéo	O
malaria	S-Disease
free	O
countries	O
imported	O
cases	O
are	O
challenging	O
because	O
interconnections	O
with	O
neighboring	O
countries	O
with	O
higher	O
transmission	O
rates	O
increase	O
the	O
risk	O
of	O
parasite	O
reintroduction	O
Establishing	O
a	O
genetic	O
database	O
for	O
rapidly	O
identifying	O
malaria	O
importation	O
or	O
reintroduction	O
is	O
crucial	O
in	O
addressing	O
these	O
challenges	O
This	O
study	O
aimed	O
to	O
examine	O
genomic	O
epidemiology	O
during	O
the	O
pre	O
elimination	O
stage	O
by	O
retrospectively	O
reporting	O
whole	O
genome	O
sequence	O
variation	O
of	O
10	O
nThe	O
samples	O
were	O
collected	O
during	O
the	O
last	O
few	O
inland	O
outbreaks	O
from	O
2011	O
to	O
2012	O
when	O
China	O
implemented	O
a	O
malaria	O
control	O
plan	O
After	O
next	O
generation	O
sequencing	O
we	O
completed	O
a	O
genetic	O
analysis	O
of	O
the	O
population	O
explored	O
the	O
geographic	O
specificity	O
of	O
the	O
samples	O
and	O
examined	O
clustering	O
of	O
selection	O
pressures	O
We	O
also	O
scanned	O
genes	O
for	O
signals	O
of	O
positive	O
selection	O
China	O
s	O
inland	O
populations	O
were	O
highly	O
structured	O
compared	O
to	O
the	O
surrounding	O
area	O
with	O
a	O
single	O
potential	O
ancestor	O
Additionally	O
we	O
identified	O
genes	O
under	O
selection	O
and	O
evaluated	O
the	O
selection	O
pressure	O
on	O
drug	O
resistance	O
genes	O
In	O
the	O
inland	O
population	O
positive	O
selection	O
was	O
detected	O
in	O
some	O
critical	O
gene	O
families	O
including	O
nOur	O
data	O
provides	O
an	O
opportunity	O
to	O
investigate	O
the	O
molecular	O
epidemiology	O
of	O
pre	O
elimination	O
inland	O
malaria 	B-Organism
populations	O
which	O
exhibited	O
lower	O
selection	O
pressure	O
on	O
invasion	O
and	O
immune	O
evasion	O
genes	O
than	O
neighbouring	O
areas	O
but	O
increased	O
drug	O
resistance	O
in	O
low	O
transmission	O
settings	O
Our	O
results	O
revealed	O
that	O
the	O
inland	O
population	O
was	O
severely	O
fragmented	O
with	O
low	O
relatedness	O
among	O
infections	O
despite	O
a	O
higher	O
incidence	O
of	O
multiclonal	O
infections	O
suggesting	O
that	O
superinfection	O
or	O
co	O
transmission	O
events	O
are	O
rare	O
in	O
low	O
endemic	O
circumstances	O
We	O
identified	O
selective	O
signatures	O
of	O
resistance	O
and	O
found	O
that	O
the	O
proportion	O
of	O
susceptible	O
isolates	O
fluctuated	O
in	O
response	O
to	O
the	O
prohibition	O
of	O
specific	O
drugs	O
This	O
finding	O
is	O
consistent	O
with	O
the	O
alterations	O
in	O
medication	O
strategies	O
during	O
the	O
malaria	O
elimination	O
campaign	O
in	O
inland	O
China	O
Such	O
findings	O
could	O
provide	O
a	O
genetic	O
basis	O
for	O
future	O
population	O
studies	O
assessing	O
changes	O
in	O
other	O
pre	O
elimination	O
countries	O
Blood-	B-Organism
feeding	I-Organism
 arthropods	E-Organism
rely	O
on	O
robust	O
cellular	O
and	O
humoral	O
immunity	O
to	O
control	O
pathogen 	S-Organism
invasion	O
and	O
replication	O
Tick	O
hemocytes	S_Anatomical_Substances
produce	O
factors	O
that	O
can	O
facilitate	O
or	O
suppress	O
microbial 	B-Disease
infection	I-Disease
 pathogenesis.	E-Disease
Despite	O
the	O
importance	O
of	O
 hemocytes	S_Anatomical_Substances
in	O
regulating	O
microbial	O
infection	O
understanding	O
of	O
their	O
basic	O
biology	O
and	O
molecular	O
mechanisms	O
remains	O
limited	O
Here	O
we	O
combined	O
histomorphology	O
and	O
functional	O
analysis	O
to	O
identify	O
five	O
distinct	O
 phagocytic	B-Anatomical_Substances
 non-phagocytic 	I-Anatomical_Substances
hemocyte	E-Anatomical_Substances
populations	O
circulating	O
within	O
the	O
Gulf	O
Coast	O
tick	O
Depletion	O
of	O
 phagocytic	B-Anatomical_Substances
hemocytes 	I-Anatomical_Substances
 clodronate liposomes 	S-Chemical_Substance
revealed	O
their	O
function	O
in	O
eliminating	O
bacterial	B-Disease
infection.	I-Disease
We	O
provide	O
the	O
first	O
direct	O
evidence	O
that	O
an	O
intracellular	O
tick	O
borne	O
pathogen	O
nTogether	O
these	O
findings	O
represent	O
a	O
significant	O
step	O
forward	O
in	O
understanding	O
how	O
hemocytes	O
regulate	O
microbial	O
homeostasis	O
and	O
vector	O
competence	O
Malaria	S-Disease
control	O
can	O
significantly	O
benefit	O
from	O
a	O
holistic	O
and	O
precise	O
way	O
of	O
quantitatively	O
measuring	O
the	O
transmission	O
intensity	O
which	O
needs	O
to	O
incorporate	O
spatiotemporally	O
varying	O
risk	O
factors	O
In	O
this	O
study	O
we	O
conduct	O
a	O
systematic	O
investigation	O
to	O
characterize	O
malaria	O
transmission	O
intensity	O
by	O
taking	O
a	O
spatiotemporal	O
network	O
perspective	O
where	O
nodes	O
capture	O
the	O
local	O
transmission	O
intensities	O
resulting	O
from	O
dominant	O
vector	O
species	O
the	O
population	O
density	O
and	O
land	O
cover	O
and	O
edges	O
describe	O
the	O
cross	O
region	O
human	O
mobility	O
patterns	O
The	O
inferred	O
network	O
enables	O
us	O
to	O
accurately	O
assess	O
the	O
transmission	O
intensity	O
over	O
time	O
and	O
space	O
from	O
available	O
empirical	O
observations	O
Our	O
study	O
focuses	O
on	O
malaria	O
severe	O
districts	O
in	O
Cambodia	O
The	O
malaria	O
transmission	O
intensities	O
determined	O
using	O
our	O
transmission	O
network	O
reveal	O
both	O
qualitatively	O
and	O
quantitatively	O
their	O
seasonal	O
and	O
geographical	O
characteristics	O
the	O
risks	O
increase	O
in	O
the	O
rainy	O
season	O
and	O
decrease	O
in	O
the	O
dry	O
season	O
remote	O
and	O
sparsely	O
populated	O
areas	O
generally	O
show	O
higher	O
transmission	O
intensities	O
than	O
other	O
areas	O
Our	O
findings	O
suggest	O
that	O
the	O
human	O
mobility	O
e	O
g	O
in	O
planting	O
harvest	O
seasons	O
environment	O
e	O
g	O
